#CONFIG#{"theme": "light", "font_size": 16, "window_width": 2048, "window_height": 1189, "font_family": "Microsoft YaHei UI"}
时间,科目,题干,正确答案,附件路径,难度,合集
2026-02-02 02:59:45,语文,现代文阅读：阅读下面的文字，完成题目,根据汉字的读音规则和声调，正确答案是B选项。,无,中等,
2026-02-07 05:42:27,语文,下列各句中，没有语病的一句是,熟练背诵名篇名句，准确填写。,无,中等,
2026-01-23 20:39:43,语文,下列文学常识的表述，错误的一项是,熟悉文学常识，准确判断各选项的正误。,无,中等,
2026-02-21 16:29:31,数学,"已知向量 a = (1, 2), b = (x, 4)，若 a ⊥ b，则 x =",将函数化为辅助角公式的形式求最值。,attachment_3740.pdf,困难,
2026-01-28 18:03:11,语文,对下列句子中加点词语的解释，不正确的一项是,熟悉文学常识，准确判断各选项的正误。,无,中等,
2026-01-26 10:20:00,语文,下列各句中，没有语病的一句是,理解文言文中的实词、虚词、句式，推断文意。,attachment_3742.pdf,中等,
2026-02-19 11:55:38,语文,下列各句中，没有语病的一句是,结合语境和成语的含义，C项使用恰当。,attachment_3743.pdf,简单,
2026-02-01 01:23:59,语文,文言文阅读：阅读下面的文言文，完成题目,结合语境和成语的含义，C项使用恰当。,attachment_3744.pdf,简单,
2026-02-20 21:09:44,数学,"设随机变量 X ~ N(2, 4)，则 P(X > 2) =",利用正弦定理和余弦定理解决三角形问题。,无,中等,
2026-01-31 03:24:08,数学,已知函数 f(x) = x² + 2x + 1，则 f(x) 的最小值是,利用线性规划的方法求目标函数的最值。,无,中等,
2026-02-05 21:38:08,数学,在三角形 ABC 中，若 sin A : sin B : sin C = 3 : 4 : 5，则 cos C =,利用正弦定理和余弦定理解决三角形问题。,无,中等,
2026-02-12 11:24:03,语文,下列句子中，加点字的读音完全正确的一项是,熟悉文学常识，准确判断各选项的正误。,无,简单,
2026-01-26 01:16:46,数学,函数 f(x) = sin x + cos x 的最大值为,根据椭圆的标准方程和离心率公式计算。,无,困难,
2026-02-09 23:47:01,语文,下列句子中，加点字的读音完全正确的一项是,熟悉文学常识，准确判断各选项的正误。,无,中等,
2026-01-22 10:18:47,语文,下列文学常识的表述，错误的一项是,把握文章主旨，理解作者观点态度。,无,困难,
2026-02-01 05:35:58,数学,椭圆 x²/4 + y²/3 = 1 的离心率为,利用复数除法法则和模的定义计算。,attachment_3752.pdf,中等,
2026-02-13 18:42:58,语文,下列文学常识的表述，错误的一项是,熟悉文学常识，准确判断各选项的正误。,attachment_3753.pdf,困难,
2026-02-12 06:07:48,数学,椭圆 x²/4 + y²/3 = 1 的离心率为,求导后分析导函数的符号确定单调区间。,无,困难,
2026-02-09 03:48:30,语文,下列各句中，没有语病的一句是,结合语境和成语的含义，C项使用恰当。,无,中等,
2026-02-12 03:03:29,数学,椭圆 x²/4 + y²/3 = 1 的离心率为,利用配方法或求导法找到函数的最小值点。,attachment_3756.pdf,困难,
2026-01-25 12:38:13,语文,古诗词鉴赏：阅读下面这首诗，完成题目,把握文章主旨，理解作者观点态度。,无,中等,
2026-02-19 01:22:49,数学,在三角形 ABC 中，若 sin A : sin B : sin C = 3 : 4 : 5，则 cos C =,利用配方法或求导法找到函数的最小值点。,attachment_3758.pdf,简单,
2026-01-28 06:08:57,语文,下列各句中，没有语病的一句是,从诗歌的意境、表达技巧等角度分析，得出答案。,无,中等,
2026-02-10 19:59:37,数学,在三角形 ABC 中，若 sin A : sin B : sin C = 3 : 4 : 5，则 cos C =,利用正弦定理和余弦定理解决三角形问题。,无,中等,
2026-01-29 23:41:58,数学,设函数 f(x) = ln x - ax (a > 0)，则 f(x) 的单调递增区间为,将函数化为辅助角公式的形式求最值。,无,简单,
2026-02-18 06:15:24,语文,下列句子中，加点字的读音完全正确的一项是,根据汉字的读音规则和声调，正确答案是B选项。,attachment_3762.pdf,困难,
2026-02-05 20:12:53,语文,下列词语中，没有错别字的一组是,把握文章主旨，理解作者观点态度。,attachment_3763.pdf,困难,
2026-02-12 20:30:46,语文,下列各句中，没有语病的一句是,根据上下文和词义辨析，选择最合适的解释。,attachment_3764.pdf,简单,
2026-02-10 17:15:31,语文,现代文阅读：阅读下面的文字，完成题目,根据汉字的读音规则和声调，正确答案是B选项。,无,困难,
2026-01-24 22:32:00,语文,对下列句子中加点词语的解释，不正确的一项是,熟练背诵名篇名句，准确填写。,无,简单,
2026-02-20 10:27:19,语文,下列词语中，没有错别字的一组是,结合语境和成语的含义，C项使用恰当。,无,简单,
2026-02-20 12:59:37,数学,已知函数 f(x) = x² + 2x + 1，则 f(x) 的最小值是,利用线性规划的方法求目标函数的最值。,无,简单,
2026-02-14 20:37:03,数学,函数 f(x) = sin x + cos x 的最大值为,利用正态分布的对称性求解概率。,无,困难,
2026-01-29 14:26:30,语文,下列词语中，没有错别字的一组是,把握文章主旨，理解作者观点态度。,无,困难,
2026-01-28 20:19:56,数学,"若 x, y 满足约束条件，则 z = x + y 的最大值为",运用等差数列的通项公式和前n项和公式求解。,attachment_3771.pdf,困难,
2026-02-03 01:01:24,数学,函数 f(x) = sin x + cos x 的最大值为,利用配方法或求导法找到函数的最小值点。,无,简单,
2026-01-25 21:07:09,数学,设函数 f(x) = ln x - ax (a > 0)，则 f(x) 的单调递增区间为,运用等差数列的通项公式和前n项和公式求解。,无,简单,
2026-01-24 21:58:00,数学,椭圆 x²/4 + y²/3 = 1 的离心率为,根据椭圆的标准方程和离心率公式计算。,无,困难,
2026-02-15 09:57:05,数学,"设随机变量 X ~ N(2, 4)，则 P(X > 2) =",利用线性规划的方法求目标函数的最值。,无,中等,
2026-02-04 06:44:14,数学,"设等差数列 {an} 的前 n 项和为 Sn，若 a3 = 5, S5 = 25，则 a10 =",利用正弦定理和余弦定理解决三角形问题。,attachment_3776.pdf,简单,
2026-01-30 07:10:22,语文,现代文阅读：阅读下面的文字，完成题目,从诗歌的意境、表达技巧等角度分析，得出答案。,无,中等,
2026-01-22 16:24:33,语文,古诗文默写：补写出下列名篇名句中的空缺部分,分析句子结构，找出语病类型并修正。,无,困难,
2026-01-29 01:18:25,语文,古诗文默写：补写出下列名篇名句中的空缺部分,熟练背诵名篇名句，准确填写。,无,困难,
2026-01-25 18:20:12,语文,下列各句中，没有语病的一句是,从诗歌的意境、表达技巧等角度分析，得出答案。,attachment_3780.pdf,简单,
2026-02-21 20:49:44,语文,下列各句中，没有语病的一句是,根据汉字的读音规则和声调，正确答案是B选项。,attachment_3781.pdf,中等,
2026-01-22 02:04:26,数学,设函数 f(x) = ln x - ax (a > 0)，则 f(x) 的单调递增区间为,利用线性规划的方法求目标函数的最值。,attachment_3782.pdf,困难,
2026-01-25 09:18:15,语文,下列各句中，没有语病的一句是,熟练背诵名篇名句，准确填写。,attachment_3783.pdf,简单,
2026-01-30 19:41:45,语文,古诗文默写：补写出下列名篇名句中的空缺部分,理解文言文中的实词、虚词、句式，推断文意。,无,中等,
2026-02-21 11:06:36,数学,在三角形 ABC 中，若 sin A : sin B : sin C = 3 : 4 : 5，则 cos C =,利用向量垂直的条件 a·b = 0 求解。,attachment_3785.pdf,中等,
2026-02-16 02:56:46,语文,下列文学常识的表述，错误的一项是,熟练背诵名篇名句，准确填写。,无,困难,
2026-02-08 00:07:03,数学,函数 f(x) = sin x + cos x 的最大值为,运用等差数列的通项公式和前n项和公式求解。,无,中等,
2026-02-02 09:03:06,语文,对下列句子中加点词语的解释，不正确的一项是,通过分析各选项中的汉字结构和用法，确定A项为正确答案。,attachment_3788.pdf,困难,
2026-01-24 23:06:31,语文,下列文学常识的表述，错误的一项是,从诗歌的意境、表达技巧等角度分析，得出答案。,无,困难,
2026-01-22 03:38:30,语文,下列文学常识的表述，错误的一项是,结合语境和成语的含义，C项使用恰当。,无,简单,
2026-02-06 11:42:04,语文,下列各句中，没有语病的一句是,分析句子结构，找出语病类型并修正。,无,中等,
2026-02-09 03:15:02,语文,下列各句中，没有语病的一句是,通过分析各选项中的汉字结构和用法，确定A项为正确答案。,attachment_3792.pdf,中等,
2026-02-13 15:16:56,数学,函数 f(x) = sin x + cos x 的最大值为,将函数化为辅助角公式的形式求最值。,无,困难,
2026-02-12 18:49:44,语文,下列各句中，加点的成语使用恰当的一句是,结合语境和成语的含义，C项使用恰当。,无,简单,
2026-02-11 13:38:10,数学,"设随机变量 X ~ N(2, 4)，则 P(X > 2) =",利用线性规划的方法求目标函数的最值。,无,简单,
2026-02-21 00:11:26,语文,现代文阅读：阅读下面的文字，完成题目,熟悉文学常识，准确判断各选项的正误。,attachment_3796.pdf,中等,
2026-02-07 13:08:25,数学,若复数 z = (1+i)/(1-i)，则 |z| 的值为,利用正态分布的对称性求解概率。,无,困难,
2026-02-21 19:54:16,语文,古诗文默写：补写出下列名篇名句中的空缺部分,根据汉字的读音规则和声调，正确答案是B选项。,无,困难,
2026-02-08 00:12:15,语文,下列句子中，加点字的读音完全正确的一项是,理解文言文中的实词、虚词、句式，推断文意。,attachment_3799.pdf,困难,
2026-02-01 11:24:10,数学,"设等差数列 {an} 的前 n 项和为 Sn，若 a3 = 5, S5 = 25，则 a10 =",利用正弦定理和余弦定理解决三角形问题。,无,中等,
2026-02-05 16:12:07,数学,设函数 f(x) = ln x - ax (a > 0)，则 f(x) 的单调递增区间为,利用向量垂直的条件 a·b = 0 求解。,attachment_3801.pdf,简单,
2026-02-12 09:39:26,数学,若复数 z = (1+i)/(1-i)，则 |z| 的值为,求导后分析导函数的符号确定单调区间。,无,困难,
2026-02-12 12:23:19,语文,古诗词鉴赏：阅读下面这首诗，完成题目,把握文章主旨，理解作者观点态度。,无,困难,
2026-02-20 05:59:07,语文,下列文学常识的表述，错误的一项是,分析句子结构，找出语病类型并修正。,无,困难,
2026-02-18 10:31:49,数学,已知函数 f(x) = x² + 2x + 1，则 f(x) 的最小值是,利用复数除法法则和模的定义计算。,无,困难,
2026-02-11 18:54:00,数学,若复数 z = (1+i)/(1-i)，则 |z| 的值为,利用正弦定理和余弦定理解决三角形问题。,无,简单,
2026-02-08 19:40:15,数学,"若 x, y 满足约束条件，则 z = x + y 的最大值为",利用复数除法法则和模的定义计算。,无,困难,
2026-02-05 10:48:10,数学,函数 f(x) = sin x + cos x 的最大值为,利用配方法或求导法找到函数的最小值点。,attachment_3808.pdf,中等,
2026-02-09 23:47:12,语文,下列各句中，加点的成语使用恰当的一句是,理解文言文中的实词、虚词、句式，推断文意。,attachment_3809.pdf,简单,
2026-01-30 00:23:14,语文,下列句子中，加点字的读音完全正确的一项是,根据上下文和词义辨析，选择最合适的解释。,无,中等,
2026-02-02 21:03:59,数学,在三角形 ABC 中，若 sin A : sin B : sin C = 3 : 4 : 5，则 cos C =,利用复数除法法则和模的定义计算。,attachment_3811.pdf,中等,
2026-01-24 13:50:44,数学,椭圆 x²/4 + y²/3 = 1 的离心率为,求导后分析导函数的符号确定单调区间。,attachment_3812.pdf,困难,
2026-01-25 01:57:27,数学,"设等差数列 {an} 的前 n 项和为 Sn，若 a3 = 5, S5 = 25，则 a10 =",利用正弦定理和余弦定理解决三角形问题。,attachment_3813.pdf,困难,
2026-02-10 09:28:45,语文,古诗词鉴赏：阅读下面这首诗，完成题目,根据汉字的读音规则和声调，正确答案是B选项。,无,中等,
2026-02-13 04:39:23,数学,函数 f(x) = sin x + cos x 的最大值为,运用等差数列的通项公式和前n项和公式求解。,attachment_3815.pdf,困难,
2026-02-05 03:13:23,数学,已知函数 f(x) = x² + 2x + 1，则 f(x) 的最小值是,利用线性规划的方法求目标函数的最值。,attachment_3816.pdf,简单,
2026-02-05 23:46:14,数学,"设随机变量 X ~ N(2, 4)，则 P(X > 2) =",运用等差数列的通项公式和前n项和公式求解。,无,中等,
2026-02-15 21:32:35,语文,下列各句中，加点的成语使用恰当的一句是,根据汉字的读音规则和声调，正确答案是B选项。,无,简单,
2026-02-09 20:04:50,语文,下列词语中，没有错别字的一组是,从诗歌的意境、表达技巧等角度分析，得出答案。,attachment_3819.pdf,中等,
2026-02-20 22:19:39,数学,"设等差数列 {an} 的前 n 项和为 Sn，若 a3 = 5, S5 = 25，则 a10 =",利用正态分布的对称性求解概率。,无,中等,
2026-02-15 14:29:31,语文,下列文学常识的表述，错误的一项是,通过分析各选项中的汉字结构和用法，确定A项为正确答案。,attachment_3821.pdf,简单,
2026-01-24 14:52:08,语文,下列文学常识的表述，错误的一项是,熟练背诵名篇名句，准确填写。,无,困难,
2026-02-16 11:03:10,数学,"已知向量 a = (1, 2), b = (x, 4)，若 a ⊥ b，则 x =",利用正态分布的对称性求解概率。,无,中等,
2026-02-04 10:54:36,数学,"已知向量 a = (1, 2), b = (x, 4)，若 a ⊥ b，则 x =",利用线性规划的方法求目标函数的最值。,无,困难,
2026-02-21 04:16:16,语文,文言文阅读：阅读下面的文言文，完成题目,通过分析各选项中的汉字结构和用法，确定A项为正确答案。,无,中等,
2026-02-10 06:01:12,数学,已知函数 f(x) = x² + 2x + 1，则 f(x) 的最小值是,利用线性规划的方法求目标函数的最值。,无,困难,
2026-02-14 20:13:58,语文,下列文学常识的表述，错误的一项是,结合语境和成语的含义，C项使用恰当。,无,困难,
2026-02-20 16:54:46,数学,已知函数 f(x) = x² + 2x + 1，则 f(x) 的最小值是,利用正态分布的对称性求解概率。,无,简单,
2026-01-28 23:21:07,语文,下列词语中，没有错别字的一组是,根据汉字的读音规则和声调，正确答案是B选项。,无,困难,
2026-02-02 11:06:34,数学,已知函数 f(x) = x² + 2x + 1，则 f(x) 的最小值是,将函数化为辅助角公式的形式求最值。,attachment_3830.pdf,困难,
2026-02-04 08:34:55,语文,古诗词鉴赏：阅读下面这首诗，完成题目,分析句子结构，找出语病类型并修正。,无,困难,
2026-02-17 17:32:14,数学,若复数 z = (1+i)/(1-i)，则 |z| 的值为,利用正弦定理和余弦定理解决三角形问题。,无,困难,
2026-01-24 22:33:19,语文,下列各句中，没有语病的一句是,熟练背诵名篇名句，准确填写。,attachment_3833.pdf,困难,
